gene	definition	group	log2foldchange	p.value	p.adjust
K18898	mdtE; membrane fusion protein, multidrug efflux system	progression	0.3542004	0.4119483	0.8498144
K18899	mdtF; multidrug efflux pump	progression	0.3650199	0.7583287	0.9522438
K18900	bpeT; LysR family transcriptional regulator, regulator for bpeEF and oprC	response	0.5036535	0.6549403	0.9260799
K18901	bpeE; membrane fusion protein, multidrug efflux system	response	1.025056	0.08460519	0.5425491
K18904	nodT, ameC; outer membrane protein, multidrug efflux system	response	0.5303258	0.07575269	0.5386655
K18907	norG; GntR family transcriptional regulator, regulator for abcA and norABC	response	0.449549	0.360051	0.7929182
K18908	mepA; multidrug efflux pump	response	0.4293452	0.1113469	0.587808
K18909	mepR; MarR family transcriptional regulator, repressor for mepA	response	0.5266772	0.2703441	0.7221891
K18910	dpe, lre; D-psicose/D-tagatose/L-ribulose 3-epimerase [EC:5.1.3.30 5.1.3.31]	progression	0.1417263	0.6681702	0.9263661
K18912	egtB; gamma-glutamyl hercynylcysteine S-oxide synthase [EC:1.14.99.50]	response	0.162606	0.6040198	0.9258243
K18916	ptxD; phosphonate dehydrogenase [EC:1.20.1.1]	response	0.4896433	0.4795001	0.8612324
K18917	mrx1; mycoredoxin [EC:1.20.4.3]	response	0.3505061	0.7030681	0.9401329
K18918	relB; RHH-type transcriptional regulator, rel operon repressor / antitoxin RelB	response	0.6591685	0.390855	0.8241469
K18919	hokC_D; protein HokC/D	progression	0.4349349	0.252594	0.7101832
K18920	hokA; protein HokA	progression	0.5038231	0.3673113	0.8074008
K18921	hokB; protein HokB	progression	0.3956146	0.4396808	0.8612324
K18922	hokE; protein HokE	progression	0.5931747	0.694581	0.9376526
K18923	stbD; antitoxin StbD	response	0.52397	0.600607	0.9258243
K18924	ykkC; paired small multidrug resistance pump	response	0.02976794	0.4795001	0.8612324
K18925	ykkD; paired small multidrug resistance pump	response	0.02051841	0.4795001	0.8612324
K18926	lmrB; MFS transporter, DHA2 family, lincomycin resistance protein	response	0.4328789	0.6226897	0.9260799
K18928	lldE; L-lactate dehydrogenase complex protein LldE	response	0.3663879	0.06619258	0.5201979
K18929	lldF; L-lactate dehydrogenase complex protein LldF	response	0.3886531	0.1779096	0.6595618
K18930	dld; D-lactate dehydrogenase	progression	0.1018926	0.8064959	0.956964
K18931	ampp; AMP phosphorylase [EC:2.4.2.57]	response	0.02217623	0.4795001	0.8612324
K18933	mfnA, adc; tyrosine decarboxylase / aspartate 1-decarboxylase [EC:4.1.1.25 4.1.1.11]	response	0.2510777	0.2771532	0.7221891
K18934	lmrS; MFS transporter, DHA2 family, multidrug resistance protein	response	0.4509615	0.4795001	0.8612324
K18939	lmrA, yxaF; TetR/AcrR family transcriptional regulator, lmrAB and yxaGH operons repressor	response	0.214274	0.3426744	0.7869511
K18940	arlS; two-component system, OmpR family, sensor histidine kinase ArlS [EC:2.7.13.3]	progression	0.2748667	0.7594629	0.9522438
K18941	arlR; two-component system, OmpR family, response regulator ArlR	response	0.1317414	0.7594629	0.9522438
K18954	pobR; AraC family transcriptional regulator, transcriptional activator of pobA	response	0.6022233	0.02748634	0.4531407
K18955	whiB1_2_3_4; WhiB family transcriptional regulator, redox-sensing transcriptional regulator	response	0.713159	0.5933623	0.9185397
K18967	dge1; diguanylate cyclase [EC:2.7.7.65]	response	0.144691	0.6643055	0.9263661
K18968	adrA; diguanylate cyclase [EC:2.7.7.65]	progression	0.1150447	0.9467837	0.9732675
K18974	sul1; dihydropteroate synthase type 1 [EC:2.5.1.15]	progression	0.04697775	1	1
K18975	ebr, qacEdelta1; small multidrug resistance pump	progression	0.05405988	0.2412644	0.6947875
K18979	queG; epoxyqueuosine reductase [EC:1.17.99.6]	response	0.2968246	0.6681702	0.9263661
K18983	gci; D-galactarolactone cycloisomerase [EC:5.5.1.27]	response	0.09799318	0.2011217	0.6657432
K18986	ihk; two-component system, OmpR family, sensor kinase Ihk [EC:2.7.13.3]	response	0.2776129	0.1158191	0.6087736
K18988	ampH; serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase [EC:3.4.16.4 3.4.21.-]	progression	0.1763602	0.538322	0.8934715
K18991	mtrA; AraC family transcriptional regulator, activator of mtrCDE	response	0.1233491	0.9023117	0.9732675
K18997	cbpM; chaperone modulatory protein CbpM	response	0.0894426	0.4438953	0.8612324
K19000	rof; Rho-binding antiterminator	progression	0.174206	0.519612	0.8866001
K19002	mgs, bgsB; 1,2-diacylglycerol 3-alpha-glucosyltransferase [EC:2.4.1.337]	response	0.4827117	1	1
K19003	mgdA; 1,2-diacylglycerol 3-beta-glucosyltransferase [EC:2.4.1.336]	response	0.5872925	0.9128461	0.9732675
K19005	ltaS; lipoteichoic acid synthase [EC:2.7.8.20]	response	0.76672	0.04329747	0.4741032
K19036	IGHMBP2; ATP-dependent RNA/DNA helicase IGHMBP2 [EC:3.6.4.12 3.6.4.13]	response	0.06161777	0.7121043	0.9401329
K19046	casB, cse2; CRISPR system Cascade subunit CasB	response	0.2448392	0.6597194	0.9263661
K19048	symE; toxic protein SymE	response	0.1408083	0.9751152	0.99341
K19049	cslA; chondroitin AC lyase [EC:4.2.2.5]	response	0.6562396	0.1045595	0.587808
K19050	hepA; heparin lyase [EC:4.2.2.7]	progression	0.3952732	0.3912673	0.8241469
K19052	hepC; heparan-sulfate lyase [EC:4.2.2.8]	progression	0.291949	0.4624327	0.8612324
K19055	prdX, proX; Ala-tRNA(Pro) deacylase [EC:3.1.1.-]	response	0.4037835	0.05004352	0.490626
K19057	merD; MerR family transcriptional regulator, mercuric resistance operon regulatory protein	progression	0.04038796	0.1572992	0.6471459
K19058	merC; mercuric ion transport protein	progression	0.04792003	0.1572992	0.6471459
K19059	merE; mercuric ion transport protein	progression	0.03868122	0.1572992	0.6471459
K19060	mphR; TetR/AcrR family transcriptional regulator, macrolide resistance operon repressor	progression	0.04596289	1	1
K19061	mrx; macrolide resistance protein	progression	0.0360366	1	1
K19063	sat2; streptothricin acetyltransferase [EC:2.3.-.-]	response	0.07713454	0.3070139	0.7509308
K19064	lysDH; lysine 6-dehydrogenase [EC:1.4.1.18]	progression	0.06641388	0.5655631	0.9068061
K19068	wbjC; UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase [EC:1.1.1.367]	response	0.1021562	0.3271869	0.7578716
K19075	cst2, cas7; CRISPR-associated protein Cst2	response	0.4722905	0.7111952	0.9401329
K19077	graS; two-component system, OmpR family, sensor histidine kinase GraS [EC:2.7.13.3]	response	0.2433962	0.519612	0.8866001
K19078	graR; two-component system, OmpR family, response regulator protein GraR	response	0.08242109	0.8975248	0.9732675
K19081	braS, bceS; two-component system, OmpR family, sensor histidine kinase BraS/BceS [EC:2.7.13.3]	response	0.1932299	0.360051	0.7929182
K19082	braR, bceR; two-component system, OmpR family, response regulator protein BraR/BceR	response	0.5185375	0.1779096	0.6595618
K19088	cst1, cas8a; CRISPR-associated protein Cst1	response	0.008753243	0.2313499	0.6947875
K19090	cas5t; CRISPR-associated protein Cas5t	response	0.2669817	0.796733	0.956964
K19091	cas6; CRISPR-associated endoribonuclease Cas6 [EC:3.1.-.-]	response	0.1722035	0.8064547	0.956964
K19092	parE1_3_4; toxin ParE1/3/4	response	0.0263404	0.7133032	0.9401329
K19096	blaCMY-2; beta-lactamase class C CMY-2 [EC:3.5.2.6]	progression	0.3822664	0.1572992	0.6471459
K19114	csh1; CRISPR-associated protein Csh1	response	0.05821883	0.3167331	0.7556019
K19115	csh2; CRISPR-associated protein Csh2	response	0.03320434	0.6403398	0.9260799
K19116	cas5h; CRISPR-associated protein Cas5h	response	0.06915612	0.3028646	0.7509308
K19117	csd1, cas8c; CRISPR-associated protein Csd1	response	0.2073709	0.5005595	0.8648426
K19118	csd2, cas7; CRISPR-associated protein Csd2	response	0.1149831	0.6681702	0.9263661
K19119	cas5d; CRISPR-associated protein Cas5d	response	0.1835606	0.4259831	0.853702
K19123	casA, cse1; CRISPR system Cascade subunit CasA	response	0.7957799	0.3028646	0.7509308
K19124	casC, cse4; CRISPR system Cascade subunit CasC	progression	0.1554235	0.8239571	0.9662219
K19125	casD, cse5; CRISPR system Cascade subunit CasD	response	0.3652206	0.5352799	0.8934715
K19126	casE, cse3; CRISPR system Cascade subunit CasE	response	0.3064603	0.7315015	0.9522438
K19127	csy1; CRISPR-associated protein Csy1	progression	0.2203188	0.1572992	0.6471459
K19129	csy3; CRISPR-associated protein Csy3	progression	0.2040043	0.1572992	0.6471459
K19130	csy4, cas6f; CRISPR-associated endonuclease Csy4 [EC:3.1.-.-]	progression	0.1903475	0.1572992	0.6471459
K19134	csx10; CRISPR-associated protein Csx10	response	0.01968779	0.4795001	0.8612324
K19137	csn2; CRISPR-associated protein Csn2	response	0.01033968	0.6048974	0.9258243
K19138	csm2; CRISPR-associated protein Csm2	response	0.001355208	0.8443574	0.9684812
K19139	csm4; CRISPR-associated protein Csm4	progression	0.2538898	0.4519925	0.8612324
K19140	csm5; CRISPR-associated protein Csm5	response	0.3555516	0.1770559	0.6595618
K19147	mcrC; 5-methylcytosine-specific restriction enzyme subunit McrC	response	0.2275223	0.5402033	0.8934715
K19148	tisB; small toxic protein TisB	response	0.0370474	0.795878	0.956964
K19149	ibsA; small toxic protein IbsA	progression	0.1371352	0.666365	0.9263661
K19154	shoB; small toxic protein ShoB	progression	0.3488674	0.8108701	0.9575341
K19155	yhaV; toxin YhaV [EC:3.1.-.-]	progression	0.196793	0.8642779	0.9732675
K19156	prlF, sohA; antitoxin PrlF	progression	0.1024795	0.8515342	0.9684812
K19157	yafQ; mRNA interferase YafQ [EC:3.1.-.-]	response	0.2084723	0.1984493	0.6657432
K19158	yoeB; toxin YoeB [EC:3.1.-.-]	response	0.08054934	0.1416447	0.6471459
K19159	yefM; antitoxin YefM	progression	0.3749312	0.09824835	0.5651674
K19160	yafO; mRNA interferase YafO [EC:3.1.-.-]	progression	0.4238554	0.01239744	0.4327822
K19161	yafN; antitoxin YafN	progression	0.4743612	0.02974472	0.4596789
K19162	tomB; hha toxicity modulator TomB	progression	0.111605	1	1
K19163	ccdB; toxin CcdB	response	0.2489191	0.9478229	0.9732675
K19164	ccdA; antitoxin CcdA	progression	0.2803138	0.4396808	0.8612324
K19165	phd; antitoxin Phd	response	0.07247651	0.9511703	0.9732675
K19166	higB; mRNA interferase HigB [EC:3.1.-.-]	progression	0.4879127	0.3271869	0.7578716
K19167	abiQ; protein AbiQ	response	0.5099088	0.1984493	0.6657432
K19168	cptA; toxin CptA	progression	0.1005369	0.6888048	0.9334848
K19169	dndB; DNA sulfur modification protein DndB	progression	0.1174827	1	1
K19170	dndC; DNA sulfur modification protein DndC	response	0.09919562	0.5113762	0.876348
K19171	dndD; DNA sulfur modification protein DndD	progression	1.069131	0.4519925	0.8612324
K19172	dndE; DNA sulfur modification protein DndE	response	0.06706518	0.829925	0.9684812
K19178	HELQ; POLQ-like helicase [EC:3.6.4.12]	response	0.5978939	0.4795001	0.8612324
K19181	afr; 1,5-anhydro-D-fructose reductase (1,5-anhydro-D-mannitol-forming) [EC:1.1.1.292]	progression	0.06142734	0.7594629	0.9522438
K19200	IAL; isopenicillin-N N-acyltransferase like protein	response	0.152845	0.7782342	0.956964
K19221	cobA, btuR; cob(I)alamin adenosyltransferase [EC:2.5.1.17]	response	0.6606393	0.01204828	0.4327822
K19222	menI, DHNAT; 1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]	response	0.2468641	0.1984493	0.6657432
K19225	gluP; rhomboid protease GluP [EC:3.4.21.105]	response	0.1098659	0.7594629	0.9522438
K19226	sapA; cationic peptide transport system substrate-binding protein	progression	0.1165865	0.6881887	0.9334848
K19227	sapB; cationic peptide transport system permease protein	progression	0.0942631	0.9183132	0.9732675
K19228	sapC; cationic peptide transport system permease protein	progression	0.1120337	0.6352998	0.9260799
K19229	sapD; cationic peptide transport system ATP-binding protein	progression	0.1274024	0.7782342	0.956964
K19230	sapF; cationic peptide transport system ATP-binding protein	progression	0.09457541	0.7894807	0.956964
K19231	bmaC; fibronectin-binding autotransporter adhesin	progression	0.131447	0.2736462	0.7221891
K19232	btaE; hyaluronate-binding autotransporter adhesin	response	0.008223085	0.4795001	0.8612324
K19233	btaF; ECM component-binding autotransporter adhesin	progression	0.04415667	0.9151617	0.9732675
K19234	ynhG; L,D-transpeptidase YnhG	progression	0.1400367	0.7782342	0.956964
K19235	ybiS; L,D-transpeptidase YbiS	response	0.07206797	0.8552566	0.9684812
K19236	ycfS; L,D-transpeptidase YcfS	progression	0.1642469	0.538322	0.8934715
K19238	pmrD; signal transduction protein PmrD	progression	0.1769783	0.4517076	0.8612324
K19242	citR; LysR family transcriptional regulator, repressor for citA	response	0.02313137	0.9358404	0.9732675
K19244	ala; alanine dehydrogenase [EC:1.4.1.1]	progression	0.4459894	0.2451005	0.6958073
K19265	gpr; L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]	response	0.2294586	0.5005595	0.8648426
K19266	E1.2.1.22; lactaldehyde dehydrogenase [EC:1.2.1.22]	response	0.1903533	0.388531	0.8241469
K19267	qorB; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	response	0.06394729	0.5327124	0.8934715
K19268	glmE, mutE, mamB; methylaspartate mutase epsilon subunit [EC:5.4.99.1]	response	0.2708223	0.1538907	0.6471459
K19270	hxpA; mannitol-1-/sugar-/sorbitol-6-phosphatase [EC:3.1.3.22 3.1.3.23 3.1.3.50]	response	0.3849318	0.1984493	0.6657432
K19271	catA; chloramphenicol O-acetyltransferase type A [EC:2.3.1.28]	response	0.5281403	0.1416447	0.6471459
K19273	sat4; streptothricin acetyltransferase [EC:2.3.-.-]	response	0.4560401	0.246416	0.6988694
K19275	aac3-II; aminoglycoside 3-N-acetyltransferase II [EC:2.3.1.81]	progression	0.04002965	0.6549403	0.9260799
K19278	aac6-Ib; aminoglycoside 6'-N-acetyltransferase Ib [EC:2.3.1.82]	progression	0.1035206	0.2430246	0.6947875
K19285	nfrA1; FMN reductase (NADPH) [EC:1.5.1.38]	response	0.5619138	0.02748634	0.4531407
K19286	nfrA2; FMN reductase [NAD(P)H] [EC:1.5.1.39]	response	0.1228581	0.7594629	0.9522438
K19294	algI; alginate O-acetyltransferase complex protein AlgI	response	0.3822424	0.08641073	0.5425491
K19295	algJ; alginate O-acetyltransferase complex protein AlgJ	response	0.2802378	0.9358404	0.9732675
K19299	aph3-III; aminoglycoside 3'-phosphotransferase III [EC:2.7.1.95]	response	0.6295573	0.8531304	0.9684812
K19302	bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27]	response	0.407693	0.01692871	0.4327822
K19303	mepH; murein DD-endopeptidase [EC:3.4.-.-]	progression	0.2830104	0.8188352	0.9628157
K19304	mepM; murein DD-endopeptidase [EC:3.4.24.-]	response	0.4780087	0.4025213	0.8370968
K19309	bcrA; bacitracin transport system ATP-binding protein	progression	0.211244	0.5005595	0.8648426
K19310	bcrB; bacitracin transport system permease protein	progression	0.1456397	0.5005595	0.8648426
K19313	apmA; aminocyclitol acetyltransferase [EC:2.3.-.-]	progression	0.0474239	0.1572992	0.6471459
K19333	kdgR; IclR family transcriptional regulator, KDG regulon repressor	response	0.1440407	0.9025233	0.9732675
K19334	tabA; biofilm protein TabA	response	0.7298249	0.01692871	0.4327822
K19335	bdcR; TetR/AcrR family transcriptional regulator, repressor for divergent bdcA	progression	0.05840531	1	1
K19336	bdcA; cyclic-di-GMP-binding biofilm dispersal mediator protein	progression	0.07687505	0.3979771	0.8316003
K19337	hexR; RpiR family transcriptional regulator, carbohydrate utilization regulator	response	0.01216526	0.9505655	0.9732675
K19338	nac; LysR family transcriptional regulator, nitrogen assimilation regulatory protein	progression	0.4079059	0.9023117	0.9732675
K19339	nosR; NosR/NirI family transcriptional regulator, nitrous oxide reductase regulator	progression	0.06832942	0.1572992	0.6471459
K19350	lsa; lincosamide and streptogramin A transport system ATP-binding/permease protein	response	0.3408273	0.2703441	0.7221891
K19353	eptC; heptose-I-phosphate ethanolaminephosphotransferase [EC:2.7.8.-]	progression	0.002519165	0.4540712	0.8612324
K19354	waaH; heptose III glucuronosyltransferase [EC:2.4.1.-]	response	0.5639457	0.03733642	0.4658764
K19355	MAN; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]	response	0.2594385	0.581541	0.910171
K19360	NPHP3; nephrocystin-3	progression	0.2563027	0.4073841	0.846315
K19405	mcsB; protein arginine kinase [EC:2.7.14.1]	response	0.3136552	0.390235	0.8241469
K19411	mcsA; protein arginine kinase activator	response	0.3910596	0.3744691	0.8170488
K19416	yccA; modulator of FtsH protease	progression	0.1086457	0.9467837	0.9732675
K19419	epsG; transmembrane protein EpsG	response	0.0665829	0.5461102	0.8987127
K19422	epsD; glycosyltransferase EpsD [EC:2.4.-.-]	response	0.2045715	0.559402	0.9068061
K19423	epsE; glycosyltransferase EpsE [EC:2.4.-.-]	progression	0.03663177	0.9498461	0.9732675
K19424	epsF; glycosyltransferase EpsF [EC:2.4.-.-]	progression	0.1067893	0.1572992	0.6471459
K19425	epsH; glycosyltransferase EpsH [EC:2.4.-.-]	response	0.1776107	0.2771532	0.7221891
K19426	epsI; pyruvyl transferase EpsI [EC:2.-.-.-]	response	0.08574374	0.7030681	0.9401329
K19427	epsJ; glycosyltransferase EpsJ [EC:2.4.-.-]	progression	0.3386666	0.1112691	0.587808
K19429	epsM; acetyltransferase EpsM [EC:2.3.1.-]	response	0.2201198	0.6597194	0.9263661
K19431	epsO; pyruvyl transferase EpsO [EC:2.-.-.-]	response	0.031911	0.7413725	0.9522438
K19449	sinR; XRE family transcriptional regulator, master regulator for biofilm formation	response	0.07551091	0.2011217	0.6657432
K19504	gfrE; glucoselysine-6-phosphate deglycase	progression	0.1362743	0.7362088	0.9522438
K19505	gfrR; sigma-54 dependent transcriptional regulator, gfr operon transcriptional activator	progression	0.2388623	0.2855476	0.7395788
K19506	gfrA; fructoselysine/glucoselysine PTS system EIIA component [EC:2.7.1.-]	response	0.3298649	0.3271869	0.7578716
K19507	gfrB; fructoselysine/glucoselysine PTS system EIIB component [EC:2.7.1.-]	response	0.07741004	0.9511703	0.9732675
K19508	gfrC; fructoselysine/glucoselysine PTS system EIIC component	response	0.03848888	0.9511703	0.9732675
K19509	gfrD; fructoselysine/glucoselysine PTS system EIID component	response	0.08333305	0.8064959	0.956964
K19510	gfrF; fructoselysine-6-phosphate deglycase	response	0.1560821	0.5005595	0.8648426
K19540	frlA; fructoselysine transporter	progression	0.11854	0.3960678	0.8316003
K19545	lnuA_C_D_E, lin; lincosamide nucleotidyltransferase A/C/D/E	response	0.6084002	0.1257864	0.6196924
K19548	bacC; dihydroanticapsin dehydrogenase [EC:1.1.1.385]	response	0.01312328	0.7413725	0.9522438
K19575	bmrR; MerR family transcriptional regulator, activator of bmr gene	response	1.046151	0.3812502	0.8241469
K19576	norA; MFS transporter, DHA1 family, quinolone resistance protein	progression	0.01450733	0.7413725	0.9522438
K19577	ydhP; MFS transporter, DHA1 family, inner membrane transport protein	response	0.1479976	1	1
K19585	oqxB; multidrug efflux pump	response	0.2214041	0.6549403	0.9260799
K19586	oqxA; membrane fusion protein, multidrug efflux system	response	0.2486494	0.6549403	0.9260799
K19587	oqxR; Rrf2 family transcriptional regulator, repressor of oqxAB	response	0.2740197	0.6549403	0.9260799
K19591	cueR; MerR family transcriptional regulator, copper efflux regulator	response	0.5315214	0.1984493	0.6657432
K19611	fepA, pfeA, iroN, pirA; ferric enterobactin receptor	response	0.2641068	0.6674898	0.9263661
K19661	hupT, hoxJ; two-component system, NtrC family, sensor histidine kinase HupT/HoxJ [EC:2.7.13.3]	response	0.008846802	0.7413725	0.9522438
